RGN,ITM_NM,UNIT_NM,C1_NM,PRD_DE,DT,남,여,인구
대전,검거건수,건,국민체육진흥법,2018,14.0,744338.0,745598.0,1489936.0
대전,검거건수,건,국민체육진흥법,2019,16.0,736607.0,738263.0,1474870.0
대전,검거건수,건,국민체육진흥법,2020,12.0,730699.0,733183.0,1463882.0
대전,검거건수,건,국민체육진흥법,2021,14.0,724626.0,727625.0,1452251.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2014,83.0,766497.0,765312.0,1531809.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2015,74.0,759778.0,758997.0,1518775.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2016,80.0,757289.0,757081.0,1514370.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2017,74.0,750969.0,751258.0,1502227.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2018,75.0,744338.0,745598.0,1489936.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2019,91.0,736607.0,738263.0,1474870.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2020,99.0,730699.0,733183.0,1463882.0
대전,검거건수,건,국토의계획 및 이용에 관한법률,2021,111.0,724626.0,727625.0,1452251.0
대전,검거건수,건,권리행사 방해,2014,411.0,766497.0,765312.0,1531809.0
대전,검거건수,건,권리행사 방해,2015,474.0,759778.0,758997.0,1518775.0
대전,검거건수,건,권리행사 방해,2016,676.0,757289.0,757081.0,1514370.0
대전,검거건수,건,권리행사 방해,2017,932.0,750969.0,751258.0,1502227.0
대전,검거건수,건,권리행사 방해,2018,1111.0,744338.0,745598.0,1489936.0
대전,검거건수,건,권리행사 방해,2019,935.0,736607.0,738263.0,1474870.0
대전,검거건수,건,권리행사 방해,2020,581.0,730699.0,733183.0,1463882.0
대전,검거건수,건,권리행사 방해,2021,434.0,724626.0,727625.0,1452251.0
대전,검거건수,건,근로기준법,2014,1942.0,766497.0,765312.0,1531809.0
대전,검거건수,건,근로기준법,2015,2109.0,759778.0,758997.0,1518775.0
대전,검거건수,건,근로기준법,2016,1825.0,757289.0,757081.0,1514370.0
대전,검거건수,건,근로기준법,2017,2528.0,750969.0,751258.0,1502227.0
대전,검거건수,건,근로기준법,2018,2693.0,744338.0,745598.0,1489936.0
대전,검거건수,건,근로기준법,2019,2525.0,736607.0,738263.0,1474870.0
대전,검거건수,건,근로기준법,2020,2079.0,730699.0,733183.0,1463882.0
대전,검거건수,건,근로기준법,2021,1796.0,724626.0,727625.0,1452251.0
대전,검거건수,건,근로자 퇴직급여 보장법,2014,421.0,766497.0,765312.0,1531809.0
대전,검거건수,건,근로자 퇴직급여 보장법,2015,452.0,759778.0,758997.0,1518775.0
대전,검거건수,건,근로자 퇴직급여 보장법,2016,459.0,757289.0,757081.0,1514370.0
대전,검거건수,건,근로자 퇴직급여 보장법,2017,588.0,750969.0,751258.0,1502227.0
대전,검거건수,건,근로자 퇴직급여 보장법,2018,679.0,744338.0,745598.0,1489936.0
대전,검거건수,건,근로자 퇴직급여 보장법,2019,634.0,736607.0,738263.0,1474870.0
대전,검거건수,건,근로자 퇴직급여 보장법,2020,509.0,730699.0,733183.0,1463882.0
대전,검거건수,건,근로자 퇴직급여 보장법,2021,433.0,724626.0,727625.0,1452251.0
대전,검거건수,건,기타,2014,116.0,766497.0,765312.0,1531809.0
대전,검거건수,건,기타,2015,48.0,759778.0,758997.0,1518775.0
대전,검거건수,건,기타,2016,3.0,757289.0,757081.0,1514370.0
대전,검거건수,건,기타,2017,4.0,750969.0,751258.0,1502227.0
대전,검거건수,건,기타,2018,4.0,744338.0,745598.0,1489936.0
대전,검거건수,건,기타,2019,4.0,736607.0,738263.0,1474870.0
대전,검거건수,건,기타,2020,1.0,730699.0,733183.0,1463882.0
대전,검거건수,건,기타 음란행위,2014,237.0,766497.0,765312.0,1531809.0
대전,검거건수,건,기타 음란행위,2015,230.0,759778.0,758997.0,1518775.0
대전,검거건수,건,기타 음란행위,2016,210.0,757289.0,757081.0,1514370.0
대전,검거건수,건,기타 음란행위,2017,281.0,750969.0,751258.0,1502227.0
대전,검거건수,건,기타 음란행위,2018,341.0,744338.0,745598.0,1489936.0
대전,검거건수,건,기타 음란행위,2019,255.0,736607.0,738263.0,1474870.0
대전,검거건수,건,기타 음란행위,2020,260.0,730699.0,733183.0,1463882.0
대전,검거건수,건,기타 음란행위,2021,448.0,724626.0,727625.0,1452251.0
대전,검거건수,건,기타특별법,2014,2385.0,766497.0,765312.0,1531809.0
대전,검거건수,건,기타특별법,2015,2624.0,759778.0,758997.0,1518775.0
대전,검거건수,건,기타특별법,2016,3020.0,757289.0,757081.0,1514370.0
대전,검거건수,건,기타특별법,2017,4418.0,750969.0,751258.0,1502227.0
대전,검거건수,건,기타특별법,2018,4677.0,744338.0,745598.0,1489936.0
대전,검거건수,건,기타특별법,2019,3726.0,736607.0,738263.0,1474870.0
대전,검거건수,건,기타특별법,2020,3445.0,730699.0,733183.0,1463882.0
대전,검거건수,건,기타특별법,2021,2782.0,724626.0,727625.0,1452251.0
대전,검거건수,건,기타형법범죄,2014,4825.0,766497.0,765312.0,1531809.0
대전,검거건수,건,기타형법범죄,2015,5549.0,759778.0,758997.0,1518775.0
대전,검거건수,건,기타형법범죄,2016,5907.0,757289.0,757081.0,1514370.0
대전,검거건수,건,기타형법범죄,2017,5987.0,750969.0,751258.0,1502227.0
대전,검거건수,건,기타형법범죄,2018,6504.0,744338.0,745598.0,1489936.0
대전,검거건수,건,기타형법범죄,2019,6443.0,736607.0,738263.0,1474870.0
대전,검거건수,건,기타형법범죄,2020,6198.0,730699.0,733183.0,1463882.0
대전,검거건수,건,기타형법범죄,2021,5153.0,724626.0,727625.0,1452251.0
대전,검거건수,건,낚시관리 및 육성법,2014,10.0,766497.0,765312.0,1531809.0
대전,검거건수,건,낚시관리 및 육성법,2015,345.0,759778.0,758997.0,1518775.0
대전,검거건수,건,낚시관리 및 육성법,2016,1351.0,757289.0,757081.0,1514370.0
대전,검거건수,건,낚시관리 및 육성법,2017,17.0,750969.0,751258.0,1502227.0
대전,검거건수,건,낚시관리 및 육성법,2018,80.0,744338.0,745598.0,1489936.0
대전,검거건수,건,낚시관리 및 육성법,2019,19.0,736607.0,738263.0,1474870.0
대전,검거건수,건,낚시관리 및 육성법,2020,19.0,730699.0,733183.0,1463882.0
대전,검거건수,건,낚시관리 및 육성법,2021,14.0,724626.0,727625.0,1452251.0
대전,검거건수,건,내란의 죄,2020,16.0,730699.0,733183.0,1463882.0
대전,검거건수,건,내란의 죄,2021,3.0,724626.0,727625.0,1452251.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2014,48.0,766497.0,765312.0,1531809.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2015,39.0,759778.0,758997.0,1518775.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2016,27.0,757289.0,757081.0,1514370.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2017,47.0,750969.0,751258.0,1502227.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2018,38.0,744338.0,745598.0,1489936.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2019,56.0,736607.0,738263.0,1474870.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2020,33.0,730699.0,733183.0,1463882.0
대전,검거건수,건,노동조합 및 노동관계 조정법,2021,47.0,724626.0,727625.0,1452251.0
대전,검거건수,건,농수산물 관한법률,2014,311.0,766497.0,765312.0,1531809.0
대전,검거건수,건,농수산물 관한법률,2015,345.0,759778.0,758997.0,1518775.0
대전,검거건수,건,농수산물 관한법률,2016,319.0,757289.0,757081.0,1514370.0
대전,검거건수,건,농수산물 관한법률,2017,357.0,750969.0,751258.0,1502227.0
대전,검거건수,건,농수산물 관한법률,2018,273.0,744338.0,745598.0,1489936.0
대전,검거건수,건,농수산물 관한법률,2019,240.0,736607.0,738263.0,1474870.0
대전,검거건수,건,농수산물 관한법률,2020,194.0,730699.0,733183.0,1463882.0
대전,검거건수,건,농수산물 관한법률,2021,225.0,724626.0,727625.0,1452251.0
대전,검거건수,건,농지법,2014,57.0,766497.0,765312.0,1531809.0
대전,검거건수,건,농지법,2015,72.0,759778.0,758997.0,1518775.0
대전,검거건수,건,농지법,2016,79.0,757289.0,757081.0,1514370.0
대전,검거건수,건,농지법,2017,95.0,750969.0,751258.0,1502227.0
대전,검거건수,건,농지법,2018,63.0,744338.0,745598.0,1489936.0
대전,검거건수,건,농지법,2019,69.0,736607.0,738263.0,1474870.0
대전,검거건수,건,농지법,2020,98.0,730699.0,733183.0,1463882.0
대전,검거건수,건,농지법,2021,93.0,724626.0,727625.0,1452251.0
대전,검거건수,건,대기환경보전법,2014,148.0,766497.0,765312.0,1531809.0
대전,검거건수,건,대기환경보전법,2015,198.0,759778.0,758997.0,1518775.0
대전,검거건수,건,대기환경보전법,2016,180.0,757289.0,757081.0,1514370.0
대전,검거건수,건,대기환경보전법,2017,256.0,750969.0,751258.0,1502227.0
대전,검거건수,건,대기환경보전법,2018,223.0,744338.0,745598.0,1489936.0
대전,검거건수,건,대기환경보전법,2019,251.0,736607.0,738263.0,1474870.0
대전,검거건수,건,대기환경보전법,2020,193.0,730699.0,733183.0,1463882.0
대전,검거건수,건,대기환경보전법,2021,140.0,724626.0,727625.0,1452251.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2014,76.0,766497.0,765312.0,1531809.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2015,53.0,759778.0,758997.0,1518775.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2016,42.0,757289.0,757081.0,1514370.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2017,48.0,750969.0,751258.0,1502227.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2018,55.0,744338.0,745598.0,1489936.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2019,50.0,736607.0,738263.0,1474870.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2020,37.0,730699.0,733183.0,1463882.0
대전,검거건수,건,대부업등의 등록 및 금융이용자보호에 관한법률,2021,21.0,724626.0,727625.0,1452251.0
대전,검거건수,건,도로교통법,2014,20063.0,766497.0,765312.0,1531809.0
대전,검거건수,건,도로교통법,2015,20423.0,759778.0,758997.0,1518775.0
대전,검거건수,건,도로교통법,2016,20667.0,757289.0,757081.0,1514370.0
대전,검거건수,건,도로교통법,2017,17625.0,750969.0,751258.0,1502227.0
대전,검거건수,건,도로교통법,2018,14263.0,744338.0,745598.0,1489936.0
대전,검거건수,건,도로교통법,2019,11727.0,736607.0,738263.0,1474870.0
대전,검거건수,건,도로교통법,2020,11327.0,730699.0,733183.0,1463882.0
대전,검거건수,건,도로교통법,2021,10240.0,724626.0,727625.0,1452251.0
대전,검거건수,건,도로법,2014,64.0,766497.0,765312.0,1531809.0
대전,검거건수,건,도로법,2015,86.0,759778.0,758997.0,1518775.0
대전,검거건수,건,도로법,2016,182.0,757289.0,757081.0,1514370.0
대전,검거건수,건,도로법,2017,158.0,750969.0,751258.0,1502227.0
대전,검거건수,건,도로법,2018,176.0,744338.0,745598.0,1489936.0
대전,검거건수,건,도로법,2019,332.0,736607.0,738263.0,1474870.0
대전,검거건수,건,도로법,2020,315.0,730699.0,733183.0,1463882.0
대전,검거건수,건,도로법,2021,491.0,724626.0,727625.0,1452251.0
대전,검거건수,건,도박,2014,668.0,766497.0,765312.0,1531809.0
대전,검거건수,건,도박,2015,752.0,759778.0,758997.0,1518775.0
대전,검거건수,건,도박,2016,1982.0,757289.0,757081.0,1514370.0
대전,검거건수,건,도박,2017,860.0,750969.0,751258.0,1502227.0
대전,검거건수,건,도박,2018,768.0,744338.0,745598.0,1489936.0
대전,검거건수,건,도박,2019,826.0,736607.0,738263.0,1474870.0
대전,검거건수,건,도박,2020,724.0,730699.0,733183.0,1463882.0
대전,검거건수,건,도박,2021,664.0,724626.0,727625.0,1452251.0
대전,검거건수,건,도시및주거환경정비법,2014,4.0,766497.0,765312.0,1531809.0
대전,검거건수,건,도시및주거환경정비법,2015,2.0,759778.0,758997.0,1518775.0
대전,검거건수,건,도시및주거환경정비법,2016,22.0,757289.0,757081.0,1514370.0
대전,검거건수,건,도시및주거환경정비법,2017,2.0,750969.0,751258.0,1502227.0
대전,검거건수,건,도시및주거환경정비법,2018,10.0,744338.0,745598.0,1489936.0
대전,검거건수,건,도시및주거환경정비법,2019,13.0,736607.0,738263.0,1474870.0
대전,검거건수,건,도시및주거환경정비법,2020,22.0,730699.0,733183.0,1463882.0
대전,검거건수,건,도시및주거환경정비법,2021,17.0,724626.0,727625.0,1452251.0
대전,검거건수,건,도주와 범인 은닉,2014,94.0,766497.0,765312.0,1531809.0
대전,검거건수,건,도주와 범인 은닉,2015,84.0,759778.0,758997.0,1518775.0
대전,검거건수,건,도주와 범인 은닉,2016,70.0,757289.0,757081.0,1514370.0
대전,검거건수,건,도주와 범인 은닉,2017,105.0,750969.0,751258.0,1502227.0
대전,검거건수,건,도주와 범인 은닉,2018,60.0,744338.0,745598.0,1489936.0
대전,검거건수,건,도주와 범인 은닉,2019,48.0,736607.0,738263.0,1474870.0
대전,검거건수,건,도주와 범인 은닉,2020,47.0,730699.0,733183.0,1463882.0
대전,검거건수,건,도주와 범인 은닉,2021,48.0,724626.0,727625.0,1452251.0
대전,검거건수,건,독점규제 및 공정거래에 관한법률,2014,4.0,766497.0,765312.0,1531809.0
대전,검거건수,건,독점규제 및 공정거래에 관한법률,2015,3.0,759778.0,758997.0,1518775.0
대전,검거건수,건,독점규제 및 공정거래에 관한법률,2018,4.0,744338.0,745598.0,1489936.0
대전,검거건수,건,독점규제 및 공정거래에 관한법률,2019,2.0,736607.0,738263.0,1474870.0
대전,검거건수,건,독점규제 및 공정거래에 관한법률,2020,6.0,730699.0,733183.0,1463882.0
대전,검거건수,건,독점규제 및 공정거래에 관한법률,2021,3.0,724626.0,727625.0,1452251.0
대전,검거건수,건,디자인보호법,2014,12.0,766497.0,765312.0,1531809.0
대전,검거건수,건,디자인보호법,2015,6.0,759778.0,758997.0,1518775.0
대전,검거건수,건,디자인보호법,2016,9.0,757289.0,757081.0,1514370.0
대전,검거건수,건,디자인보호법,2017,5.0,750969.0,751258.0,1502227.0
대전,검거건수,건,디자인보호법,2018,7.0,744338.0,745598.0,1489936.0
대전,검거건수,건,디자인보호법,2019,20.0,736607.0,738263.0,1474870.0
대전,검거건수,건,디자인보호법,2020,49.0,730699.0,733183.0,1463882.0
대전,검거건수,건,디자인보호법,2021,34.0,724626.0,727625.0,1452251.0
대전,검거건수,건,마약류_대마,2014,38.0,766497.0,765312.0,1531809.0
대전,검거건수,건,마약류_대마,2015,77.0,759778.0,758997.0,1518775.0
대전,검거건수,건,마약류_대마,2016,59.0,757289.0,757081.0,1514370.0
대전,검거건수,건,마약류_대마,2017,56.0,750969.0,751258.0,1502227.0
대전,검거건수,건,마약류_대마,2018,55.0,744338.0,745598.0,1489936.0
대전,검거건수,건,마약류_대마,2019,58.0,736607.0,738263.0,1474870.0
대전,검거건수,건,마약류_대마,2020,55.0,730699.0,733183.0,1463882.0
대전,검거건수,건,마약류_대마,2021,35.0,724626.0,727625.0,1452251.0
대전,검거건수,건,마약류_마약,2014,41.0,766497.0,765312.0,1531809.0
대전,검거건수,건,마약류_마약,2015,33.0,759778.0,758997.0,1518775.0
대전,검거건수,건,마약류_마약,2016,166.0,757289.0,757081.0,1514370.0
대전,검거건수,건,마약류_마약,2017,190.0,750969.0,751258.0,1502227.0
대전,검거건수,건,마약류_마약,2018,131.0,744338.0,745598.0,1489936.0
대전,검거건수,건,마약류_마약,2019,117.0,736607.0,738263.0,1474870.0
대전,검거건수,건,마약류_마약,2020,197.0,730699.0,733183.0,1463882.0
대전,검거건수,건,마약류_마약,2021,133.0,724626.0,727625.0,1452251.0
대전,검거건수,건,마약류_향정신,2014,216.0,766497.0,765312.0,1531809.0
대전,검거건수,건,마약류_향정신,2015,399.0,759778.0,758997.0,1518775.0
대전,검거건수,건,마약류_향정신,2016,405.0,757289.0,757081.0,1514370.0
대전,검거건수,건,마약류_향정신,2017,329.0,750969.0,751258.0,1502227.0
대전,검거건수,건,마약류_향정신,2018,198.0,744338.0,745598.0,1489936.0
대전,검거건수,건,마약류_향정신,2019,274.0,736607.0,738263.0,1474870.0
대전,검거건수,건,마약류_향정신,2020,335.0,730699.0,733183.0,1463882.0
대전,검거건수,건,마약류_향정신,2021,258.0,724626.0,727625.0,1452251.0
대전,검거건수,건,명예,2014,1232.0,766497.0,765312.0,1531809.0
대전,검거건수,건,명예,2015,1571.0,759778.0,758997.0,1518775.0
대전,검거건수,건,명예,2016,1500.0,757289.0,757081.0,1514370.0
대전,검거건수,건,명예,2017,1455.0,750969.0,751258.0,1502227.0
대전,검거건수,건,명예,2018,1559.0,744338.0,745598.0,1489936.0
대전,검거건수,건,명예,2019,1666.0,736607.0,738263.0,1474870.0
대전,검거건수,건,명예,2020,1640.0,730699.0,733183.0,1463882.0
대전,검거건수,건,명예,2021,1588.0,724626.0,727625.0,1452251.0
대전,검거건수,건,무고,2014,386.0,766497.0,765312.0,1531809.0
대전,검거건수,건,무고,2015,457.0,759778.0,758997.0,1518775.0
대전,검거건수,건,무고,2016,459.0,757289.0,757081.0,1514370.0
대전,검거건수,건,무고,2017,406.0,750969.0,751258.0,1502227.0
대전,검거건수,건,무고,2018,525.0,744338.0,745598.0,1489936.0
대전,검거건수,건,무고,2019,388.0,736607.0,738263.0,1474870.0
대전,검거건수,건,무고,2020,391.0,730699.0,733183.0,1463882.0
대전,검거건수,건,무고,2021,259.0,724626.0,727625.0,1452251.0
대전,검거건수,건,문서,2014,913.0,766497.0,765312.0,1531809.0
대전,검거건수,건,문서,2015,1151.0,759778.0,758997.0,1518775.0
대전,검거건수,건,문서,2016,1012.0,757289.0,757081.0,1514370.0
대전,검거건수,건,문서,2017,1131.0,750969.0,751258.0,1502227.0
대전,검거건수,건,문서,2018,1042.0,744338.0,745598.0,1489936.0
대전,검거건수,건,문서,2019,1036.0,736607.0,738263.0,1474870.0
대전,검거건수,건,문서,2020,956.0,730699.0,733183.0,1463882.0
대전,검거건수,건,문서,2021,786.0,724626.0,727625.0,1452251.0
대전,검거건수,건,물환경보전법,2014,109.0,766497.0,765312.0,1531809.0
대전,검거건수,건,물환경보전법,2015,93.0,759778.0,758997.0,1518775.0
대전,검거건수,건,물환경보전법,2016,64.0,757289.0,757081.0,1514370.0
대전,검거건수,건,물환경보전법,2017,102.0,750969.0,751258.0,1502227.0
대전,검거건수,건,물환경보전법,2018,326.0,744338.0,745598.0,1489936.0
대전,검거건수,건,물환경보전법,2019,51.0,736607.0,738263.0,1474870.0
대전,검거건수,건,물환경보전법,2020,45.0,730699.0,733183.0,1463882.0
대전,검거건수,건,물환경보전법,2021,59.0,724626.0,727625.0,1452251.0
대전,검거건수,건,방화,2014,116.0,766497.0,765312.0,1531809.0
대전,검거건수,건,방화,2015,105.0,759778.0,758997.0,1518775.0
대전,검거건수,건,방화,2016,126.0,757289.0,757081.0,1514370.0
대전,검거건수,건,방화,2017,119.0,750969.0,751258.0,1502227.0
대전,검거건수,건,방화,2018,119.0,744338.0,745598.0,1489936.0
대전,검거건수,건,방화,2019,119.0,736607.0,738263.0,1474870.0
대전,검거건수,건,방화,2020,92.0,730699.0,733183.0,1463882.0
대전,검거건수,건,방화,2021,96.0,724626.0,727625.0,1452251.0
대전,검거건수,건,배임,2014,622.0,766497.0,765312.0,1531809.0
대전,검거건수,건,배임,2015,590.0,759778.0,758997.0,1518775.0
대전,검거건수,건,배임,2016,718.0,757289.0,757081.0,1514370.0
대전,검거건수,건,배임,2017,720.0,750969.0,751258.0,1502227.0
대전,검거건수,건,배임,2018,608.0,744338.0,745598.0,1489936.0
대전,검거건수,건,배임,2019,660.0,736607.0,738263.0,1474870.0
대전,검거건수,건,배임,2020,642.0,730699.0,733183.0,1463882.0
대전,검거건수,건,배임,2021,516.0,724626.0,727625.0,1452251.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2014,15.0,766497.0,765312.0,1531809.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2015,37.0,759778.0,758997.0,1518775.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2016,11.0,757289.0,757081.0,1514370.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2017,7.0,750969.0,751258.0,1502227.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2018,3.0,744338.0,745598.0,1489936.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2019,3.0,736607.0,738263.0,1474870.0
대전,검거건수,건,배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률,2020,2.0,730699.0,733183.0,1463882.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2014,17.0,766497.0,765312.0,1531809.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2015,12.0,759778.0,758997.0,1518775.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2016,4.0,757289.0,757081.0,1514370.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2017,2.0,750969.0,751258.0,1502227.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2018,21.0,744338.0,745598.0,1489936.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2019,18.0,736607.0,738263.0,1474870.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2020,11.0,730699.0,733183.0,1463882.0
대전,검거건수,건,범죄수익 은닉의 규제 및 처벌등에 관한법률,2021,47.0,724626.0,727625.0,1452251.0
대전,검거건수,건,변호사법,2014,41.0,766497.0,765312.0,1531809.0
대전,검거건수,건,변호사법,2015,99.0,759778.0,758997.0,1518775.0
대전,검거건수,건,변호사법,2016,45.0,757289.0,757081.0,1514370.0
대전,검거건수,건,변호사법,2017,33.0,750969.0,751258.0,1502227.0
대전,검거건수,건,변호사법,2018,78.0,744338.0,745598.0,1489936.0
대전,검거건수,건,변호사법,2019,42.0,736607.0,738263.0,1474870.0
대전,검거건수,건,변호사법,2020,27.0,730699.0,733183.0,1463882.0
대전,검거건수,건,변호사법,2021,10.0,724626.0,727625.0,1452251.0
대전,검거건수,건,병역법,2014,372.0,766497.0,765312.0,1531809.0
대전,검거건수,건,병역법,2015,480.0,759778.0,758997.0,1518775.0
대전,검거건수,건,병역법,2016,608.0,757289.0,757081.0,1514370.0
대전,검거건수,건,병역법,2017,484.0,750969.0,751258.0,1502227.0
대전,검거건수,건,병역법,2018,520.0,744338.0,745598.0,1489936.0
대전,검거건수,건,병역법,2019,373.0,736607.0,738263.0,1474870.0
대전,검거건수,건,병역법,2020,102.0,730699.0,733183.0,1463882.0
대전,검거건수,건,병역법,2021,73.0,724626.0,727625.0,1452251.0
대전,검거건수,건,보조금관리에 관한법률,2014,22.0,766497.0,765312.0,1531809.0
대전,검거건수,건,보조금관리에 관한법률,2015,217.0,759778.0,758997.0,1518775.0
대전,검거건수,건,보조금관리에 관한법률,2016,28.0,757289.0,757081.0,1514370.0
대전,검거건수,건,보조금관리에 관한법률,2017,80.0,750969.0,751258.0,1502227.0
대전,검거건수,건,보조금관리에 관한법률,2018,23.0,744338.0,745598.0,1489936.0
대전,검거건수,건,보조금관리에 관한법률,2019,34.0,736607.0,738263.0,1474870.0
대전,검거건수,건,보조금관리에 관한법률,2020,61.0,730699.0,733183.0,1463882.0
대전,검거건수,건,보조금관리에 관한법률,2021,37.0,724626.0,727625.0,1452251.0
대전,검거건수,건,보험사기방지특별법,2016,1.0,757289.0,757081.0,1514370.0
대전,검거건수,건,보험사기방지특별법,2017,43.0,750969.0,751258.0,1502227.0
대전,검거건수,건,보험사기방지특별법,2018,88.0,744338.0,745598.0,1489936.0
대전,검거건수,건,보험사기방지특별법,2019,139.0,736607.0,738263.0,1474870.0
대전,검거건수,건,보험사기방지특별법,2020,215.0,730699.0,733183.0,1463882.0
대전,검거건수,건,보험사기방지특별법,2021,213.0,724626.0,727625.0,1452251.0
대전,검거건수,건,부당이득,2014,1.0,766497.0,765312.0,1531809.0
대전,검거건수,건,부당이득,2015,2.0,759778.0,758997.0,1518775.0
대전,검거건수,건,부당이득,2016,1.0,757289.0,757081.0,1514370.0
대전,검거건수,건,부당이득,2017,1.0,750969.0,751258.0,1502227.0
대전,검거건수,건,부당이득,2018,6.0,744338.0,745598.0,1489936.0
대전,검거건수,건,부당이득,2019,2.0,736607.0,738263.0,1474870.0
대전,검거건수,건,부당이득,2020,1.0,730699.0,733183.0,1463882.0
대전,검거건수,건,부당이득,2021,1.0,724626.0,727625.0,1452251.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2014,47.0,766497.0,765312.0,1531809.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2015,33.0,759778.0,758997.0,1518775.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2016,40.0,757289.0,757081.0,1514370.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2017,15.0,750969.0,751258.0,1502227.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2018,42.0,744338.0,745598.0,1489936.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2019,39.0,736607.0,738263.0,1474870.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2020,36.0,730699.0,733183.0,1463882.0
대전,검거건수,건,부동산 소유권 이전 등기등에 관한 법률,2021,30.0,724626.0,727625.0,1452251.0
대전,검거건수,건,부정경쟁방지법,2014,25.0,766497.0,765312.0,1531809.0
대전,검거건수,건,부정경쟁방지법,2015,24.0,759778.0,758997.0,1518775.0
대전,검거건수,건,부정경쟁방지법,2016,35.0,757289.0,757081.0,1514370.0
대전,검거건수,건,부정경쟁방지법,2017,21.0,750969.0,751258.0,1502227.0
대전,검거건수,건,부정경쟁방지법,2018,42.0,744338.0,745598.0,1489936.0
대전,검거건수,건,부정경쟁방지법,2019,34.0,736607.0,738263.0,1474870.0
대전,검거건수,건,부정경쟁방지법,2020,81.0,730699.0,733183.0,1463882.0
대전,검거건수,건,부정경쟁방지법,2021,57.0,724626.0,727625.0,1452251.0
대전,검거건수,건,부정수표단속법,2014,101.0,766497.0,765312.0,1531809.0
대전,검거건수,건,부정수표단속법,2015,137.0,759778.0,758997.0,1518775.0
대전,검거건수,건,부정수표단속법,2016,42.0,757289.0,757081.0,1514370.0
대전,검거건수,건,부정수표단속법,2017,96.0,750969.0,751258.0,1502227.0
대전,검거건수,건,부정수표단속법,2018,58.0,744338.0,745598.0,1489936.0
대전,검거건수,건,부정수표단속법,2019,41.0,736607.0,738263.0,1474870.0
대전,검거건수,건,부정수표단속법,2020,20.0,730699.0,733183.0,1463882.0
대전,검거건수,건,부정수표단속법,2021,9.0,724626.0,727625.0,1452251.0
대전,검거건수,건,불법사용,2014,30.0,766497.0,765312.0,1531809.0
대전,검거건수,건,불법사용,2015,29.0,759778.0,758997.0,1518775.0
대전,검거건수,건,불법사용,2016,44.0,757289.0,757081.0,1514370.0
대전,검거건수,건,불법사용,2017,40.0,750969.0,751258.0,1502227.0
대전,검거건수,건,불법사용,2018,39.0,744338.0,745598.0,1489936.0
대전,검거건수,건,불법사용,2019,45.0,736607.0,738263.0,1474870.0
대전,검거건수,건,불법사용,2020,60.0,730699.0,733183.0,1463882.0
